Barcode_i	Barcode_j	C_ij.HetDipl	C_ij.NoDrug	C_ij.DMSO	C_ij.MMS	C_ij.4NQO	C_ij.BLMC	C_ij.ZEOC	C_ij.HYDX	C_ij.DXRB	C_ij.CMPT	C_ij.CSPL	GIS_ij.NoDrug	GIS_ij.DMSO	GIS_ij.MMS	GIS_ij.4NQO	GIS_ij.BLMC	GIS_ij.ZEOC	GIS_ij.HYDX	GIS_ij.DXRB	GIS_ij.CMPT	GIS_ij.CSPL	Chromosomal_distance_bp	Remove_by_Chromosomal_distance_or_SameGene	Type_of_gene_i	Type_of_gene_j	SOJ_E_NoMMS	SOJ_E_MMS	SOJ_Class_NoMMS	SOJ_Class_MMS
YKR011C_donor_1	SLX4_recipient_1	1925	1280	1333	1288	1157	867	1194	1031	1333	829	1436	0.053316923	0.105800277	0.178118056	0.106294116	-0.074493924	0.056707473	0.022441294	0.120966497	0.01712671	0.102010018	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	SRS2_recipient_1	842	538	542	472	333	832	929	617	618	294	678	0.153604414	0.17185186	0.176736478	0.104157184	0.285376865	0.294642254	0.178834171	0.179975127	0.048270473	0.207796987	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	SRS2_recipient_2	1401	975	1011	731	558	1233	1463	988	1091	689	1321	0.179356889	0.220619023	0.134801852	0.092593086	0.260632929	0.259701047	0.195552902	0.190043464	0.135160677	0.305965285	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	YBR259W_recipient_1	2948	2556	2410	3193	2584	2201	2356	2535	2657	2922	2665	0.156371073	0.161558627	0.288964287	0.199642025	0.08416921	0.070572142	0.144116615	0.146054874	0.213496241	0.132246674	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YCL047C_recipient_1	920	406	363	472	404	574	527	430	574	882	554	0.157437825	0.13536684	0.193066278	0.181565043	0.283305923	0.224855179	0.170714105	0.241539167	0.4191147	0.226467097	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YDL027C_recipient_1	1260	726	709	934	702	907	872	803	873	1282	899	0.102493395	0.111061786	0.202462512	0.126771865	0.12244115	0.092238454	0.111544134	0.131062852	0.261406974	0.135153311	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YDL027C_recipient_2	2359	1413	1274	1930	1451	1018	1288	1255	1760	1838	1661	0.023359985	0.003419737	0.169334851	0.097482667	-0.116253436	-0.062147865	-0.01161639	0.083600893	0.098839458	0.056726697	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	CSM3_recipient_1	877	251	232	247	184	531	427	409	273	158	294	0.052310626	0.052419396	0.074531143	0.050454591	0.154852047	0.095780402	0.108824472	0.050310512	0.02172732	0.052579248	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	YFR057W_recipient_1	2545	1676	1497	2027	1762	1362	2194	1540	2076	2643	1807	0.137381931	0.117094376	0.246475984	0.200580682	0.06244428	0.259303843	0.082957108	0.192003334	0.304699053	0.136020734	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YKR011C_recipient_1	1139	9	9	13	10	10	13	10	12	11	10	-0.574732599	-0.638923931	-0.519574549	-0.501160886	-0.581739019	-0.772861897	-0.530807436	-0.570383882	-0.476216381	-0.604299396	0	YES	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YKR011C_recipient_2	1193	7	7	10	7	10	11	10	11	15	10	-0.431663708	-0.472750552	-0.382564298	-0.352255916	-0.531342722	-0.573645601	-0.438770555	-0.500060814	-0.458230862	-0.510769525	0	YES	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YLR179C_recipient_1	1091	1098	1097	1320	1198	729	615	984	1068	1362	1235	0.140099255	0.124510345	0.268052864	0.227334692	-0.065005017	-0.127695974	0.085460218	0.056443903	0.247407474	0.176819713	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YLR179C_recipient_2	1602	1286	1188	1627	1184	858	1145	1242	1362	1743	1482	0.143567925	0.145461042	0.279598711	0.1655567	-0.078380474	0.058144075	0.098777525	0.152941784	0.277079923	0.174056716	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YLR356W_recipient_1	2593	1631	1537	2343	1692	1118	1733	1685	2640	2370	2349	0.088886519	0.092302046	0.250945364	0.093251848	0.037125848	0.159090569	0.140657076	0.327881815	0.255638222	0.245098953	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YLR356W_recipient_2	1666	852	767	1080	788	780	398	869	1021	1024	1071	0.089900417	0.089811976	0.173439093	0.100898951	0.00565672	-0.073576491	0.086139565	0.109037512	0.138410664	0.110572555	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	CSM3_recipient_2	215	62	59	67	56	104	86	78	59	25	68	0.048465689	0.052663024	0.081030835	0.057237619	0.096896099	0.05657994	0.057850498	0.03310959	-0.002631827	0.043789506	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	FLO8_recipient_1	1224	747	728	957	718	989	1020	946	944	1157	813	0.09765385	0.108419233	0.210511805	0.127313773	0.159232194	0.163066873	0.176904465	0.151778034	0.202019414	0.053494845	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	FLO8_recipient_2	788	829	839	1114	894	826	813	770	1056	1434	1245	0.214983469	0.274325867	0.417943272	0.303827254	0.301995182	0.174851668	0.175927677	0.423850538	0.649607151	0.592442435	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	GAL2_recipient_2	1244	1160	1115	1500	1163	828	1154	1020	1249	1785	1256	0.145902729	0.153297633	0.311444534	0.195439857	0.031157316	0.093524482	0.100026256	0.17069671	0.368635674	0.173442842	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	APT2_recipient_1	27829	20620	18321	24587	20096	22781	20061	20534	23058	29482	22581	0.271388657	0.25858381	0.36856093	0.264988087	0.225845961	0.18698649	0.216384839	0.303306369	0.420057566	0.290625846	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	GAL2_recipient_1	18683	16191	15682	21089	16286	17054	14370	16850	17264	21018	17047	0.17311771	0.192988018	0.33058421	0.212294785	0.144237164	0.077870909	0.192363715	0.180757234	0.299841998	0.178740874	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	HO_recipient_1	33282	35384	35594	39280	33978	27982	46664	32039	33571	40616	33836	0.195529029	0.224633134	0.252055058	0.16178733	0.088321293	0.252014832	0.186655427	0.182437684	0.302679556	0.171513684	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	HO_recipient_2	39926	38085	35103	46805	39998	43189	52466	41269	40489	53896	53324	0.094358392	0.076325709	0.243553622	0.154110952	0.202028442	0.255642851	0.202398932	0.105554856	0.268285808	0.293702523	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	MAG1_recipient_1	4131	2940	3041	1586	3134	2634	3447	1940	3310	4290	3036	0.108006238	0.129546534	0.098458424	0.159067057	0.075884706	0.169835789	-0.045418471	0.160603862	0.266525992	0.120628395	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	MAL13_recipient_1	31044	17213	16270	21867	17870	19577	18640	18365	19139	24191	18426	0.036662341	0.033250151	0.131417408	0.077448747	0.010552099	-0.002862329	0.032878635	0.043794334	0.141152755	0.034058364	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	MMS1_recipient_1	5842	2215	2362	1412	2218	3414	3027	2924	1427	348	3250	0.059459826	0.111091399	0.058743249	0.089371542	0.018964756	-0.029232647	0.014789198	-0.012532713	-0.064101138	0.078531471	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	MMS4_recipient_1	11059	7103	6338	4674	6207	9993	8153	7743	4806	3423	7585	0.135128873	0.077925651	0.088666436	0.139877907	0.252620751	0.122455131	0.157932268	0.045257343	0.034040083	0.156440604	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	MPH1_recipient_1	6129	2600	2674	2334	2236	3103	5106	2059	2832	4965	3170	0.035375726	0.028028574	0.070736206	0.04430042	0.029200948	0.106865685	0.022389622	0.038458217	0.160508418	0.06336473	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	MUS81_recipient_1	3846	1685	1770	1394	1366	2499	2220	1739	753	0	1696	0.053955631	0.05393488	0.071658246	0.061169633	0.067516517	0.055731691	0.040917869	-0.033276208	-0.063492798	0.044280723	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	NGL3_recipient_1	138135	113690	113730	144250	140535	107121	93392	106447	113462	118014	115163	0.136702913	0.142533798	0.260677905	0.219000597	0.088017994	0.054509132	0.117039096	0.132460632	0.188185424	0.116152592	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	CLA4_recipient_1	12769	4960	4790	5808	4871	5709	6003	6050	4810	3957	3797	0.040901847	0.053811053	0.121124101	0.068971058	0.027660117	0.076000699	0.100289773	0.07223927	0.057963761	0.014559986	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	NGL3_recipient_2	29190	29479	26894	38327	31679	24731	26747	28281	28891	30526	28350	0.139712692	0.123765075	0.32587351	0.227847389	0.057517506	0.058441957	0.138904946	0.116474609	0.209137612	0.117026979	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	PSY3_recipient_1	19215	22434	20225	16385	18459	15650	22142	16141	22893	24938	22640	0.259232036	0.26209169	0.255808329	0.242433429	0.080360677	0.207300254	0.127417916	0.270700534	0.365946481	0.223897557	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	PSY3_recipient_2	51917	25583	23202	18931	22801	19753	27834	22811	25736	25237	29331	0.096641929	0.094285304	0.096384504	0.109871939	0.037372125	0.095006539	0.080323178	0.100330804	0.121379402	0.110508168	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	RAD18_recipient_1	4110	1508	1387	497	362	1602	1227	1316	1685	1964	1135	0.097976625	0.097468013	0.019007171	0.018346424	0.031550195	0.004857367	0.033846388	0.07849343	0.09969423	0.012042207	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	RAD18_recipient_2	18799	9497	8478	3640	2839	11767	11052	10939	10027	13460	8479	0.112852193	0.104031663	0.047135589	0.047252316	0.112827719	0.0790329	0.14721093	0.073992037	0.170120031	0.055597504	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	RAD51_recipient_1	3809	1249	1270	1079	1147	2082	1847	2201	1031	1080	1372	0.074015908	0.081452219	0.074083547	0.080485108	0.114388548	0.11001856	0.160762862	0.048083435	0.061098212	0.078536396	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	RAD52_recipient_1	2704	685	686	546	581	2361	1749	2003	640	715	809	0.032835359	0.035718025	0.03739084	0.054740602	0.274499606	0.138011773	0.186282648	0.019393783	0.038969907	0.017223067	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	RAD54_recipient_1	4383	1185	1213	1003	950	3400	2794	3017	854	1024	1400	0.035375976	0.040614049	0.052910718	0.040836591	0.223810917	0.133619127	0.198484502	0.005302431	0.04045314	0.038266961	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	RAD54_recipient_2	20434	5933	5608	4589	4114	14240	11362	11334	4110	4340	7267	0.032585618	0.024844487	0.052246992	0.025965923	0.154265631	0.093252208	0.085326344	0.021310044	0.029459436	0.059064071	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	RAD55_recipient_1	6944	1472	1478	1105	1215	3073	2592	2593	1121	938	1808	0.056920112	0.058302377	0.036395987	0.035502559	0.145894374	0.115190476	0.09992745	0.045956759	0.026386919	0.074877295	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	CSM2_recipient_1	14940	12433	12007	10379	11467	12709	15684	11429	14806	17629	13159	0.11181527	0.11220103	0.178234853	0.160445834	0.065867171	0.122791269	0.11178035	0.182371039	0.296992786	0.114377805	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	RAD57_recipient_1	17008	6738	6245	4873	4975	11214	6607	9446	2172	1569	6830	0.046163283	0.039900034	0.077676477	0.058517513	0.065939035	-0.015272362	0.077209094	-0.04458988	-0.049454848	0.02604512	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	RAD59_recipient_1	41367	27357	31409	23305	30839	29566	30024	28264	32761	1284	32939	0.110859597	0.177639891	0.144763268	0.181419633	0.140348811	0.121243533	0.13416252	0.175387847	-0.081060531	0.152161692	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	RAD5_recipient_1	13059	8622	8283	3273	2481	10700	7278	8234	7366	9398	6107	0.16633161	0.183140735	0.05426778	0.041538936	0.102882801	0.009936515	0.066585931	0.074871274	0.17568405	0.028229794	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	RAD5_recipient_2	46955	19022	17830	8550	6192	23117	20104	20497	20660	22333	18649	0.070785008	0.073418458	0.028731692	0.021751494	0.044985979	0.041586201	0.04365845	0.057629832	0.095144043	0.048159261	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	RAD61_recipient_1	9125	6539	6896	6973	6472	9395	11266	5832	8844	73	7201	0.084291751	0.126370781	0.200563954	0.170101622	0.124737435	0.231336314	0.020724907	0.147800981	-0.108157861	0.107140355	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	RTT101_recipient_1	6286	918	1106	614	807	2782	3003	2194	1094	467	1392	0.013330751	0.036860657	0.011063321	0.030814785	0.075010676	0.040602188	0.048193826	0.01990179	-0.001147028	0.022829368	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	RTT101_recipient_2	6192	1672	1582	1013	1174	3022	3055	3290	1113	112	2257	0.065868183	0.061661486	0.041156433	0.039219437	0.061479419	0.046077215	0.129032197	0.019557205	-0.021998991	0.074207642	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	RTT107_recipient_1	5264	3171	3075	1874	2956	4597	6023	3804	1874	841	3708	0.096543892	0.09871128	0.09632921	0.12508801	0.153068537	0.224571937	0.166569125	0.021823095	-0.015255265	0.127124644	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	SGS1_recipient_1	19260	7578	8179	5153	5388	14551	14092	10497	7156	4866	4898	0.06013228	0.067815323	0.065520922	0.05940749	0.140604132	0.114703867	0.09421846	0.047467925	0.030384114	-0.019404424	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	SHU1_recipient_1	20590	17070	15673	13914	11053	18450	15411	16080	20656	22564	17486	0.16405292	0.141256338	0.198762909	0.129678783	0.160129684	0.018420036	0.128775854	0.220986371	0.295995416	0.141432851	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	CSM2_recipient_2	31437	41807	38064	32187	35298	22025	30787	26250	46008	44244	42852	0.16688785	0.154516104	0.255607155	0.108495907	0.006981902	0.04923514	0.087040669	0.207075057	0.298469754	0.195421916	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	SHU1_recipient_2	15558	13958	13379	11420	13357	14114	15414	12415	15624	17720	14924	0.148435095	0.140699076	0.196238581	0.204381121	0.110773017	0.094321556	0.084739787	0.169997127	0.25719846	0.161389858	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	SHU2_recipient_1	22792	9191	8002	6992	7706	10295	16269	12524	13752	16739	10933	0.060963412	0.043248664	0.069845655	0.064400273	0.046025848	0.158582799	0.103671951	0.129785761	0.198744276	0.07746926	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	SHU2_recipient_2	39420	26412	22208	18973	23142	28922	28168	25950	30735	37148	27912	0.106045266	0.011051501	0.086849924	0.070564894	0.08962558	0.056239951	0.088142015	0.124902579	0.215812974	0.073154256	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	SLX4_recipient_1	29839	26517	25579	27003	26273	16781	17599	16854	20551	11881	22993	0.173547396	0.18595644	0.299019336	0.24672086	-0.02434814	-0.001783096	0.017692209	0.087994934	-0.005538498	0.11264757	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	SRS2_recipient_1	17183	10800	11144	9013	6626	16737	17798	10639	12421	3665	12260	0.107078146	0.126457059	0.123722759	0.063277845	0.220974765	0.193487627	0.060937682	0.143327099	-0.040619116	0.128827688	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	SRS2_recipient_2	24162	16047	16111	13940	10558	19812	24317	15340	17766	8176	17142	0.1145573	0.121088514	0.141345603	0.084311686	0.163880748	0.184423417	0.114684641	0.127270447	0.035246675	0.116689182	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	YBR259W_recipient_1	57243	48155	45482	60933	51869	40421	43792	45923	49256	51000	46603	0.078901867	0.071776433	0.214330627	0.141531725	-0.002272219	-0.000535999	0.061431594	0.075209069	0.146468189	0.052227183	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	YCL047C_recipient_1	14774	7400	7210	9341	7173	8520	8880	7680	9542	11474	8913	0.182192048	0.189709461	0.251757443	0.189675904	0.220023059	0.230029061	0.197975028	0.240634434	0.300880013	0.222726101	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	YDL027C_recipient_1	22161	14532	14748	19242	15756	16037	15785	14455	16643	21599	16418	0.12494302	0.15214979	0.246357956	0.186484333	0.078926116	0.074456106	0.096037406	0.145614882	0.231456698	0.148883895	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	YDL027C_recipient_2	31912	25897	25063	35948	26917	19891	23081	21469	30074	32261	27443	0.137325496	0.157440736	0.323933176	0.197793237	-0.001553731	0.049590749	0.069776103	0.196407003	0.245195823	0.169323778	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	CSM3_recipient_1	14812	4736	4384	4709	3696	9506	7804	7308	5061	2879	5161	0.058467128	0.056482711	0.082264022	0.059735977	0.150798022	0.106676326	0.111727802	0.058894865	0.029669773	0.05859358	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	YFR057W_recipient_1	41219	31586	29160	39066	35364	25152	37453	29281	39572	41141	31412	0.17848845	0.170580328	0.307807863	0.264652105	0.08797749	0.265510788	0.138830657	0.269589689	0.276501273	0.169140354	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	YKR011C_recipient_1	19238	208	197	281	233	170	225	157	193	226	193	-0.638755568	-0.71964317	-0.59188552	-0.593157358	-0.639284744	-0.828695806	-0.56910984	-0.614461733	-0.47841265	-0.614717973	0	YES	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	YKR011C_recipient_2	20150	159	151	205	171	179	189	143	208	245	181	-0.480020923	-0.532734958	-0.436316805	-0.416861345	-0.583588736	-0.615339946	-0.471199726	-0.537590037	-0.4619098	-0.520020436	0	YES	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	YLR179C_recipient_1	16834	19668	20533	26059	22590	14268	12086	17127	21597	23536	18819	0.193089202	0.215667913	0.419714812	0.29889779	0.024977524	-0.041152452	0.133416631	0.235731256	0.340272685	0.153573741	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	YLR179C_recipient_2	27596	25181	23344	32812	25203	21437	21017	23206	26966	31641	27388	0.174389782	0.172677606	0.339833747	0.223098697	0.073038999	0.059014332	0.115087963	0.212521462	0.312108034	0.216869134	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	YLR356W_recipient_1	46028	35562	34425	50087	44011	24340	30301	29538	43268	41529	38354	0.154661032	0.173401505	0.325294737	0.241884377	0.087601271	0.122191017	0.10836403	0.235773236	0.246011234	0.180457253	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	YLR356W_recipient_2	26674	14464	13279	18389	13357	18441	11082	15902	17965	17444	16193	0.079133937	0.082669238	0.164029804	0.076504292	0.155430393	0.054726319	0.122364062	0.128376485	0.16192859	0.075699345	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	CSM3_recipient_2	3138	1159	1106	1282	1306	1544	1368	1038	1064	339	1033	0.088334669	0.094033043	0.126206588	0.142248523	0.07177705	0.064475295	0.01418661	0.0663336	-0.011018965	0.047777124	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	FLO8_recipient_1	19448	13821	13134	17458	13669	15851	16034	14690	16167	21283	15759	0.132620851	0.126313641	0.244143791	0.156246663	0.114886958	0.117602784	0.132865098	0.164942925	0.295239788	0.158862618	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	FLO8_recipient_2	16623	18073	17845	24913	20051	13560	16562	16011	17615	21296	16723	0.175031481	0.199359149	0.400522024	0.261147446	0.050939002	0.096352979	0.123589388	0.167797271	0.300943139	0.135012253	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	GAL2_recipient_2	21017	21865	21046	28619	23336	14741	21036	17799	22837	29480	20543	0.164343346	0.165137825	0.34643472	0.233524269	0.010049912	0.106497646	0.083353383	0.189367856	0.344708282	0.13761676	NA	no	Neutral	Neutral	NA	NA	NA	NA
YLR179C_donor_1	APT2_recipient_1	5986	3760	3543	4659	4086	4918	4255	4754	4225	5222	4091	0.130104683	0.130342009	0.238504368	0.166682122	0.173897485	0.093085884	0.157128814	0.163494834	0.264089497	0.173228065	NA	no	Neutral	Neutral	NA	NA	NA	NA
YLR179C_donor_1	GAL2_recipient_1	3205	3108	3032	4191	3391	3312	2976	2749	3268	3899	2554	0.16224954	0.165230332	0.339835846	0.231933667	0.172085073	0.095419814	0.010122686	0.17812853	0.300473709	0.061096027	222172	no	Neutral	Neutral	NA	NA	NA	NA
YLR179C_donor_1	HO_recipient_1	5816	7214	7735	8737	8907	5478	9626	6861	6414	7725	6336	0.21807919	0.292834901	0.328827052	0.370665025	0.100389384	0.274935885	0.195892919	0.169660856	0.305760141	0.195794366	NA	no	Neutral	Neutral	NA	NA	NA	NA
YLR179C_donor_1	HO_recipient_2	5565	7159	6950	9426	8236	5878	8844	6815	7175	10761	7286	0.233229781	0.243370098	0.454310508	0.341402535	0.097267943	0.31297961	0.179592912	0.218194087	0.560875425	0.234247508	NA	no	Neutral	Neutral	NA	NA	NA	NA
YLR179C_donor_1	MAG1_recipient_1	719	612	657	353	704	519	751	651	657	877	570	0.135117653	0.169435401	0.129558092	0.210933013	0.092688531	0.237451091	0.181708249	0.181399248	0.327725571	0.142303002	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YLR179C_donor_1	MAL13_recipient_1	4441	3682	3541	5240	4086	3655	3981	4111	4149	5153	3625	0.176649526	0.176122722	0.363815747	0.232067746	0.110949437	0.141673064	0.174352306	0.223293321	0.336514325	0.185122848	NA	no	Neutral	Neutral	NA	NA	NA	NA
YLR179C_donor_1	MMS1_recipient_1	824	473	444	298	417	828	832	675	370	141	654	0.167246645	0.174452455	0.113196633	0.129911032	0.316459985	0.288000636	0.159405227	0.114437664	-0.00595387	0.244986791	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YLR179C_donor_1	MMS4_recipient_1	1878	1302	1302	1060	1198	1724	1393	1490	845	524	1220	0.10887898	0.088178401	0.133757629	0.122413989	0.205017293	0.024814563	0.119872742	0.016051055	-0.00800533	0.108665343	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YLR179C_donor_1	MPH1_recipient_1	837	538	608	440	431	461	1205	483	418	884	465	0.15057989	0.201667004	0.120748061	0.09235289	0.020272343	0.493961933	0.144775626	0.022120365	0.269064563	0.07589349	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YLR179C_donor_1	MUS81_recipient_1	558	351	383	310	307	424	398	403	122	0	247	0.149494013	0.17321366	0.157788529	0.148131739	0.103912145	0.082481842	0.165443171	-0.041281235	-0.071214462	0.030694856	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YLR179C_donor_1	NGL3_recipient_1	24040	23664	24592	32086	31591	21730	19218	23434	22901	23890	22844	0.170061319	0.187475346	0.342082906	0.290896943	0.129443814	0.052990028	0.139415789	0.161076793	0.228154714	0.179072703	NA	no	Neutral	Neutral	NA	NA	NA	NA
YLR179C_donor_1	CLA4_recipient_1	2222	1032	1036	1292	1095	1418	1301	1391	965	620	883	0.052382014	0.072071461	0.158694331	0.092478218	0.147227658	0.10772218	0.143259855	0.085229107	0.018908996	0.081287327	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YLR179C_donor_1	NGL3_recipient_2	4446	6046	5778	8217	5728	4735	5443	5965	5784	5904	5335	0.292385597	0.300668463	0.54251721	0.221462064	0.163260048	0.171258829	0.256527221	0.260599774	0.326739577	0.261704148	NA	no	Neutral	Neutral	NA	NA	NA	NA
YLR179C_donor_1	PSY3_recipient_1	3809	4756	4089	3762	3737	2464	4235	3577	3630	4713	3869	0.204820647	0.133664452	0.264284005	0.133676062	-0.131554271	0.017878383	0.05401167	-0.001170057	0.262712024	0.061224521	358113	no	Neutral	DNA_repair	NA	NA	NA	NA
YLR179C_donor_1	PSY3_recipient_2	9746	5325	5017	4211	5125	3849	5972	5160	5123	4998	5774	0.086294797	0.087281757	0.103260648	0.115432564	0.016269573	0.086687128	0.076094749	0.083264163	0.1123196	0.114748355	358113	no	Neutral	DNA_repair	NA	NA	NA	NA
YLR179C_donor_1	RAD18_recipient_1	667	263	252	111	81	342	262	319	305	408	228	0.085977118	0.08914758	0.034190012	0.030666923	0.100463642	0.034275894	0.097423318	0.081312276	0.157488777	0.053246567	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YLR179C_donor_1	RAD18_recipient_2	2780	2201	2113	750	531	2618	2646	2400	2655	3024	1902	0.282882475	0.308248832	0.077129619	0.059252389	0.32938949	0.299439325	0.281460208	0.345665274	0.369079198	0.221739937	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YLR179C_donor_1	RAD51_recipient_1	777	260	275	240	258	511	405	506	207	218	281	0.047145551	0.052981326	0.06150774	0.065689928	0.167308992	0.080158709	0.135335106	0.02275292	0.043029988	0.069668111	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YLR179C_donor_1	RAD52_recipient_1	477	143	148	132	136	460	389	458	138	149	190	0.039897872	0.044315275	0.063098513	0.078539755	0.297067349	0.196925813	0.246977989	0.037085409	0.0525519	0.083975285	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YLR179C_donor_1	RAD54_recipient_1	761	247	231	234	213	606	549	643	172	169	341	0.046098161	0.019594142	0.08023979	0.055028149	0.190868928	0.122178803	0.224723865	0.008998469	0.018516158	0.127937234	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YLR179C_donor_1	RAD54_recipient_2	3416	1167	1300	1021	903	2851	2271	2717	528	577	1215	0.037287787	0.069270952	0.076881758	0.038605251	0.219135926	0.108151105	0.175968862	-0.032742209	-0.013051689	0.047863223	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
